0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
64.0,1.0,7.0,63.0,0.0,63.0,0.0,0.0,63.0,64.0,63.0,2.0,63.0,63.0,63.0,64.0,63.0,63.0,7.0,63.0,63.0,7.0,63.0,63.0,1.0,63.0,0.0,0.0,63.0,63.0,3.0,63.0,63.0,64.0,7.0,63.0,3.0,64.0,63.0,63.0,1.0,1.0,1.0,63.0,63.0,64.0,2.0,7.0,3.0,63.0,7.0,0.0,63.0,0.0,63.0,63.0,1.0,64.0,63.0,1.0,63.0,1.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,3.0,63.0,1.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,7.0,63.0,63.0,63.0,63.0,63.0,2.0,63.0,63.0,63.0,64.0,63.0,63.0,7.0,63.0,63.0,1.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,63.0,64.0,64.0,63.0
61.0,0.0,7.0,61.0,0.0,61.0,0.0,0.0,61.0,62.0,61.0,2.0,61.0,61.0,61.0,62.0,61.0,61.0,7.0,61.0,61.0,7.0,61.0,61.0,1.0,61.0,0.0,2.0,61.0,61.0,4.0,61.0,61.0,61.0,7.0,61.0,4.0,61.0,61.0,61.0,0.0,0.0,0.0,61.0,61.0,61.0,2.0,7.0,4.0,61.0,7.0,0.0,61.0,2.0,61.0,61.0,1.0,62.0,61.0,1.0,61.0,0.0,61.0,62.0,61.0,62.0,61.0,61.0,61.0,61.0,61.0,61.0,4.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,7.0,61.0,61.0,61.0,61.0,61.0,2.0,61.0,61.0,61.0,62.0,62.0,61.0,7.0,62.0,61.0,0.0,2.0,61.0,62.0,62.0,62.0,61.0,62.0,62.0,61.0,62.0,62.0,61.0
64.0,3.0,7.0,63.0,2.0,63.0,1.0,1.0,63.0,63.0,63.0,3.0,63.0,63.0,63.0,63.0,63.0,63.0,7.0,63.0,63.0,7.0,63.0,63.0,1.0,63.0,2.0,2.0,63.0,63.0,3.0,63.0,63.0,63.0,7.0,63.0,3.0,63.0,63.0,63.0,3.0,3.0,3.0,63.0,63.0,63.0,3.0,7.0,3.0,63.0,7.0,2.0,63.0,2.0,63.0,63.0,1.0,63.0,63.0,1.0,63.0,3.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,3.0,63.0,3.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,7.0,63.0,63.0,63.0,63.0,63.0,3.0,63.0,63.0,63.0,64.0,63.0,63.0,7.0,63.0,63.0,1.0,2.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,63.0,64.0,64.0,63.0
62.0,3.0,6.0,62.0,1.0,62.0,1.0,1.0,62.0,62.0,62.0,2.0,62.0,62.0,62.0,62.0,62.0,62.0,6.0,62.0,62.0,6.0,62.0,62.0,1.0,62.0,1.0,3.0,62.0,62.0,3.0,62.0,62.0,62.0,6.0,63.0,3.0,62.0,62.0,62.0,3.0,3.0,3.0,62.0,62.0,63.0,2.0,6.0,3.0,62.0,6.0,1.0,62.0,3.0,62.0,62.0,1.0,62.0,62.0,1.0,62.0,3.0,63.0,63.0,62.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,3.0,62.0,3.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,6.0,62.0,62.0,62.0,62.0,62.0,2.0,62.0,62.0,62.0,63.0,62.0,62.0,6.0,62.0,62.0,0.0,3.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,63.0,63.0,62.0
65.0,4.0,4.0,66.0,0.0,65.0,1.0,1.0,65.0,65.0,65.0,1.0,65.0,65.0,65.0,65.0,65.0,65.0,4.0,65.0,65.0,4.0,65.0,65.0,1.0,65.0,0.0,2.0,65.0,65.0,3.0,65.0,65.0,65.0,4.0,65.0,3.0,65.0,65.0,65.0,4.0,4.0,4.0,65.0,65.0,66.0,1.0,4.0,3.0,65.0,4.0,0.0,65.0,2.0,65.0,65.0,1.0,66.0,65.0,1.0,65.0,4.0,66.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,3.0,65.0,4.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,4.0,65.0,65.0,66.0,65.0,65.0,1.0,65.0,65.0,65.0,66.0,65.0,65.0,4.0,65.0,65.0,0.0,2.0,65.0,65.0,66.0,65.0,66.0,66.0,66.0,65.0,66.0,66.0,65.0
72.0,5.0,8.0,72.0,0.0,72.0,1.0,1.0,72.0,72.0,72.0,2.0,72.0,72.0,72.0,72.0,72.0,72.0,8.0,72.0,72.0,8.0,72.0,72.0,1.0,72.0,0.0,3.0,72.0,72.0,4.0,72.0,72.0,73.0,8.0,72.0,4.0,72.0,72.0,72.0,5.0,5.0,5.0,72.0,72.0,73.0,2.0,8.0,4.0,72.0,8.0,0.0,72.0,3.0,72.0,72.0,1.0,72.0,72.0,1.0,72.0,5.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,4.0,72.0,5.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,8.0,72.0,72.0,72.0,72.0,72.0,2.0,72.0,72.0,72.0,73.0,72.0,72.0,8.0,72.0,72.0,0.0,3.0,72.0,72.0,72.0,72.0,73.0,72.0,72.0,72.0,72.0,72.0,72.0
68.0,6.0,5.0,68.0,0.0,68.0,2.0,2.0,68.0,68.0,68.0,3.0,68.0,68.0,68.0,69.0,69.0,69.0,5.0,69.0,68.0,5.0,68.0,68.0,1.0,68.0,0.0,3.0,68.0,68.0,3.0,68.0,68.0,68.0,5.0,68.0,3.0,68.0,68.0,69.0,6.0,6.0,6.0,68.0,68.0,68.0,3.0,5.0,3.0,68.0,5.0,0.0,68.0,3.0,68.0,68.0,2.0,68.0,68.0,2.0,68.0,6.0,69.0,68.0,68.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0,3.0,68.0,6.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,5.0,68.0,68.0,68.0,68.0,68.0,3.0,68.0,68.0,68.0,69.0,68.0,68.0,5.0,68.0,68.0,1.0,3.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
62.0,4.0,4.0,62.0,0.0,62.0,1.0,1.0,62.0,62.0,62.0,3.0,62.0,62.0,62.0,63.0,63.0,62.0,4.0,62.0,62.0,4.0,62.0,62.0,1.0,62.0,0.0,1.0,62.0,62.0,3.0,62.0,62.0,63.0,4.0,62.0,3.0,62.0,62.0,62.0,4.0,4.0,4.0,62.0,62.0,62.0,3.0,4.0,3.0,62.0,4.0,0.0,62.0,1.0,62.0,62.0,1.0,63.0,62.0,1.0,62.0,4.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,62.0,63.0,62.0,3.0,62.0,4.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,4.0,62.0,63.0,63.0,62.0,62.0,3.0,62.0,62.0,62.0,63.0,62.0,62.0,4.0,62.0,62.0,1.0,1.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,62.0,63.0,63.0,62.0
67.0,3.0,6.0,67.0,3.0,67.0,0.0,0.0,67.0,67.0,67.0,2.0,67.0,67.0,67.0,67.0,68.0,67.0,6.0,67.0,68.0,6.0,68.0,67.0,1.0,67.0,3.0,0.0,67.0,67.0,2.0,67.0,67.0,68.0,6.0,67.0,2.0,67.0,67.0,68.0,3.0,3.0,3.0,67.0,67.0,68.0,2.0,6.0,2.0,67.0,6.0,3.0,67.0,0.0,67.0,67.0,1.0,67.0,67.0,1.0,67.0,3.0,67.0,67.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,2.0,67.0,3.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,6.0,67.0,67.0,67.0,67.0,67.0,2.0,67.0,67.0,67.0,67.0,67.0,67.0,6.0,67.0,67.0,1.0,0.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,68.0,67.0
63.0,3.0,5.0,64.0,0.0,63.0,1.0,1.0,63.0,64.0,63.0,3.0,63.0,63.0,63.0,63.0,63.0,64.0,5.0,63.0,63.0,5.0,63.0,63.0,1.0,63.0,0.0,2.0,63.0,63.0,3.0,63.0,63.0,63.0,5.0,64.0,3.0,63.0,63.0,63.0,3.0,3.0,3.0,63.0,63.0,63.0,3.0,5.0,3.0,63.0,5.0,0.0,63.0,2.0,63.0,63.0,1.0,63.0,63.0,1.0,63.0,3.0,64.0,64.0,63.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,3.0,63.0,3.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,5.0,63.0,63.0,63.0,63.0,63.0,3.0,63.0,63.0,63.0,63.0,63.0,63.0,5.0,63.0,63.0,1.0,2.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,63.0,64.0,64.0,63.0
69.0,3.0,5.0,69.0,0.0,69.0,0.0,0.0,69.0,70.0,69.0,2.0,69.0,69.0,69.0,70.0,69.0,69.0,5.0,69.0,70.0,5.0,69.0,69.0,1.0,69.0,0.0,2.0,69.0,69.0,4.0,69.0,69.0,69.0,5.0,69.0,4.0,69.0,69.0,69.0,3.0,3.0,3.0,69.0,69.0,69.0,2.0,5.0,4.0,69.0,5.0,0.0,69.0,2.0,69.0,69.0,1.0,69.0,69.0,1.0,69.0,3.0,69.0,69.0,70.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,4.0,69.0,3.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,5.0,69.0,69.0,69.0,69.0,69.0,2.0,69.0,69.0,69.0,70.0,69.0,69.0,5.0,69.0,69.0,0.0,2.0,69.0,69.0,69.0,69.0,69.0,69.0,70.0,69.0,70.0,70.0,69.0
62.0,5.0,6.0,62.0,0.0,62.0,0.0,0.0,62.0,62.0,62.0,2.0,62.0,62.0,62.0,62.0,62.0,62.0,6.0,62.0,62.0,6.0,62.0,62.0,1.0,62.0,0.0,2.0,62.0,62.0,4.0,62.0,62.0,62.0,6.0,62.0,4.0,62.0,62.0,62.0,5.0,5.0,5.0,62.0,62.0,62.0,2.0,6.0,4.0,62.0,6.0,0.0,62.0,2.0,62.0,62.0,1.0,62.0,62.0,1.0,62.0,5.0,63.0,63.0,62.0,62.0,62.0,62.0,63.0,62.0,62.0,62.0,4.0,62.0,5.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,6.0,62.0,62.0,63.0,62.0,62.0,2.0,62.0,62.0,62.0,63.0,63.0,62.0,6.0,62.0,62.0,0.0,2.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,62.0,63.0,63.0,62.0
63.0,2.0,5.0,64.0,0.0,63.0,0.0,0.0,63.0,63.0,63.0,1.0,63.0,63.0,63.0,63.0,63.0,63.0,5.0,63.0,63.0,5.0,64.0,63.0,1.0,63.0,0.0,2.0,63.0,63.0,3.0,63.0,64.0,63.0,5.0,63.0,3.0,63.0,63.0,63.0,2.0,2.0,2.0,63.0,63.0,64.0,1.0,5.0,3.0,63.0,5.0,0.0,63.0,2.0,63.0,63.0,0.0,64.0,63.0,0.0,63.0,2.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,63.0,63.0,64.0,3.0,63.0,2.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,5.0,63.0,63.0,63.0,63.0,63.0,1.0,63.0,63.0,63.0,64.0,63.0,63.0,5.0,63.0,63.0,1.0,2.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,63.0,64.0,64.0,63.0
74.0,5.0,8.0,74.0,0.0,74.0,1.0,1.0,74.0,74.0,74.0,3.0,74.0,74.0,74.0,74.0,74.0,74.0,8.0,74.0,74.0,8.0,74.0,74.0,1.0,74.0,0.0,3.0,74.0,74.0,4.0,74.0,74.0,74.0,8.0,74.0,4.0,74.0,74.0,74.0,5.0,5.0,5.0,74.0,74.0,74.0,3.0,8.0,4.0,74.0,8.0,0.0,74.0,3.0,74.0,74.0,1.0,74.0,74.0,1.0,74.0,5.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,4.0,74.0,5.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,8.0,74.0,74.0,74.0,74.0,74.0,3.0,74.0,74.0,74.0,75.0,74.0,74.0,8.0,74.0,74.0,1.0,3.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,74.0,74.0,75.0,74.0
65.0,2.0,6.0,65.0,1.0,65.0,0.0,0.0,65.0,65.0,65.0,2.0,65.0,65.0,65.0,66.0,65.0,65.0,6.0,65.0,65.0,6.0,65.0,65.0,1.0,65.0,1.0,3.0,65.0,65.0,4.0,65.0,65.0,65.0,6.0,65.0,4.0,65.0,65.0,65.0,2.0,2.0,2.0,65.0,65.0,65.0,2.0,6.0,4.0,65.0,6.0,1.0,65.0,3.0,65.0,65.0,1.0,66.0,65.0,1.0,65.0,2.0,65.0,66.0,65.0,66.0,65.0,65.0,65.0,65.0,65.0,65.0,4.0,65.0,2.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,6.0,65.0,65.0,65.0,65.0,65.0,2.0,65.0,65.0,65.0,66.0,66.0,65.0,6.0,65.0,65.0,0.0,3.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,65.0,66.0,66.0,65.0
62.0,3.0,5.0,62.0,0.0,62.0,0.0,0.0,62.0,62.0,62.0,3.0,62.0,62.0,62.0,62.0,63.0,62.0,5.0,62.0,63.0,5.0,62.0,62.0,1.0,62.0,0.0,1.0,62.0,62.0,2.0,62.0,62.0,63.0,5.0,63.0,2.0,62.0,62.0,63.0,3.0,3.0,3.0,62.0,62.0,62.0,3.0,5.0,2.0,62.0,5.0,0.0,62.0,1.0,62.0,62.0,0.0,62.0,62.0,0.0,62.0,3.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,63.0,2.0,62.0,3.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,5.0,62.0,62.0,62.0,62.0,62.0,3.0,62.0,62.0,62.0,63.0,62.0,62.0,5.0,62.0,62.0,0.0,1.0,62.0,62.0,62.0,63.0,62.0,62.0,62.0,62.0,63.0,62.0,62.0
58.0,0.0,5.0,58.0,1.0,58.0,0.0,0.0,58.0,59.0,58.0,3.0,58.0,58.0,58.0,59.0,59.0,59.0,5.0,59.0,59.0,5.0,59.0,58.0,1.0,58.0,1.0,3.0,58.0,58.0,4.0,58.0,58.0,59.0,5.0,59.0,4.0,58.0,58.0,59.0,0.0,0.0,0.0,58.0,58.0,58.0,3.0,5.0,4.0,58.0,5.0,1.0,58.0,3.0,58.0,58.0,1.0,58.0,58.0,1.0,58.0,0.0,58.0,58.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,4.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,5.0,58.0,58.0,58.0,58.0,58.0,3.0,58.0,58.0,58.0,58.0,59.0,58.0,5.0,58.0,58.0,1.0,3.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0,58.0,59.0,59.0,58.0
64.0,1.0,6.0,64.0,0.0,64.0,0.0,0.0,64.0,64.0,64.0,2.0,64.0,64.0,64.0,64.0,64.0,64.0,6.0,64.0,64.0,6.0,64.0,64.0,0.0,64.0,0.0,2.0,64.0,64.0,3.0,64.0,64.0,64.0,6.0,64.0,3.0,64.0,64.0,64.0,1.0,1.0,1.0,64.0,64.0,64.0,2.0,6.0,3.0,64.0,6.0,0.0,64.0,2.0,64.0,65.0,0.0,64.0,64.0,0.0,64.0,1.0,65.0,65.0,64.0,65.0,64.0,64.0,65.0,64.0,64.0,64.0,3.0,64.0,1.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,6.0,64.0,64.0,64.0,64.0,64.0,2.0,64.0,64.0,64.0,65.0,64.0,64.0,6.0,64.0,64.0,0.0,2.0,64.0,64.0,64.0,65.0,65.0,64.0,65.0,64.0,64.0,65.0,64.0
66.0,4.0,5.0,66.0,0.0,66.0,0.0,0.0,66.0,66.0,66.0,1.0,66.0,66.0,66.0,66.0,66.0,66.0,5.0,66.0,66.0,5.0,66.0,66.0,0.0,66.0,0.0,2.0,66.0,66.0,4.0,66.0,66.0,66.0,5.0,66.0,4.0,66.0,66.0,66.0,4.0,4.0,4.0,66.0,66.0,66.0,1.0,5.0,4.0,66.0,5.0,0.0,66.0,2.0,66.0,66.0,1.0,66.0,66.0,1.0,66.0,4.0,67.0,66.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,67.0,4.0,66.0,4.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,5.0,66.0,66.0,66.0,66.0,66.0,1.0,66.0,66.0,66.0,66.0,66.0,66.0,5.0,66.0,66.0,0.0,2.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,67.0,67.0,66.0
62.0,3.0,7.0,62.0,0.0,62.0,0.0,0.0,62.0,63.0,62.0,2.0,62.0,62.0,62.0,62.0,62.0,62.0,7.0,62.0,62.0,7.0,62.0,62.0,0.0,62.0,0.0,3.0,62.0,62.0,4.0,62.0,62.0,62.0,7.0,62.0,4.0,62.0,62.0,62.0,3.0,3.0,3.0,62.0,62.0,62.0,2.0,7.0,4.0,62.0,7.0,0.0,62.0,3.0,62.0,63.0,0.0,62.0,62.0,0.0,62.0,3.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,4.0,62.0,3.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,7.0,62.0,62.0,62.0,62.0,63.0,2.0,62.0,62.0,62.0,63.0,63.0,62.0,7.0,63.0,62.0,0.0,3.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,63.0,63.0,62.0
63.0,2.0,4.0,63.0,0.0,63.0,0.0,0.0,63.0,63.0,63.0,2.0,64.0,63.0,63.0,63.0,63.0,63.0,4.0,63.0,63.0,4.0,63.0,63.0,1.0,63.0,0.0,2.0,63.0,64.0,4.0,63.0,64.0,64.0,4.0,63.0,4.0,63.0,63.0,63.0,2.0,2.0,2.0,63.0,63.0,64.0,2.0,4.0,4.0,63.0,4.0,0.0,63.0,2.0,63.0,63.0,1.0,64.0,63.0,1.0,63.0,2.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,4.0,63.0,2.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,4.0,63.0,63.0,63.0,63.0,63.0,2.0,63.0,63.0,63.0,64.0,64.0,63.0,4.0,63.0,63.0,0.0,2.0,63.0,63.0,64.0,63.0,63.0,64.0,64.0,63.0,64.0,64.0,63.0
66.0,4.0,7.0,67.0,0.0,66.0,1.0,1.0,66.0,66.0,66.0,1.0,66.0,66.0,66.0,66.0,66.0,66.0,7.0,66.0,66.0,7.0,66.0,66.0,1.0,66.0,0.0,3.0,66.0,66.0,4.0,66.0,67.0,66.0,7.0,66.0,4.0,66.0,66.0,66.0,4.0,4.0,4.0,66.0,66.0,66.0,1.0,7.0,4.0,66.0,7.0,0.0,66.0,3.0,66.0,66.0,1.0,66.0,66.0,1.0,66.0,4.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,67.0,4.0,66.0,4.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,7.0,66.0,66.0,66.0,66.0,66.0,1.0,66.0,66.0,66.0,67.0,66.0,66.0,7.0,66.0,66.0,0.0,3.0,66.0,66.0,66.0,66.0,67.0,66.0,67.0,66.0,66.0,67.0,66.0
61.0,2.0,4.0,61.0,0.0,61.0,0.0,0.0,61.0,62.0,61.0,3.0,61.0,61.0,61.0,62.0,61.0,61.0,4.0,61.0,61.0,4.0,61.0,61.0,1.0,61.0,0.0,2.0,61.0,61.0,4.0,61.0,61.0,61.0,4.0,61.0,4.0,61.0,61.0,62.0,2.0,2.0,2.0,61.0,61.0,61.0,3.0,4.0,4.0,62.0,4.0,0.0,61.0,2.0,61.0,61.0,1.0,61.0,61.0,1.0,61.0,2.0,61.0,61.0,62.0,62.0,61.0,61.0,62.0,61.0,61.0,61.0,4.0,61.0,2.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,4.0,61.0,61.0,61.0,61.0,61.0,3.0,61.0,61.0,61.0,62.0,61.0,61.0,4.0,61.0,61.0,0.0,2.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,61.0,62.0,62.0,61.0
62.0,0.0,5.0,62.0,0.0,62.0,0.0,0.0,62.0,62.0,62.0,3.0,62.0,62.0,62.0,63.0,62.0,62.0,5.0,62.0,63.0,5.0,62.0,62.0,1.0,62.0,0.0,1.0,62.0,63.0,3.0,62.0,62.0,62.0,5.0,63.0,3.0,62.0,62.0,63.0,0.0,0.0,0.0,62.0,62.0,63.0,3.0,5.0,3.0,62.0,5.0,0.0,62.0,1.0,62.0,62.0,1.0,62.0,62.0,1.0,62.0,0.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,3.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,5.0,62.0,62.0,62.0,62.0,62.0,3.0,62.0,62.0,62.0,63.0,62.0,62.0,5.0,62.0,62.0,1.0,1.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,62.0,62.0,63.0,62.0
67.0,1.0,6.0,67.0,0.0,67.0,0.0,0.0,67.0,67.0,67.0,3.0,67.0,67.0,67.0,67.0,67.0,67.0,6.0,67.0,67.0,6.0,67.0,67.0,1.0,67.0,0.0,3.0,67.0,67.0,4.0,67.0,67.0,67.0,6.0,67.0,4.0,67.0,67.0,67.0,1.0,1.0,1.0,67.0,67.0,67.0,3.0,6.0,4.0,67.0,6.0,0.0,67.0,3.0,67.0,67.0,1.0,67.0,67.0,1.0,67.0,1.0,67.0,68.0,67.0,67.0,67.0,67.0,68.0,67.0,67.0,67.0,4.0,67.0,1.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,6.0,67.0,67.0,67.0,67.0,67.0,3.0,67.0,67.0,67.0,68.0,67.0,67.0,6.0,67.0,67.0,0.0,3.0,67.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,68.0,68.0,67.0
73.0,2.0,5.0,73.0,1.0,73.0,0.0,0.0,73.0,73.0,73.0,3.0,73.0,73.0,73.0,74.0,73.0,73.0,5.0,73.0,73.0,5.0,73.0,73.0,1.0,73.0,1.0,2.0,73.0,73.0,3.0,73.0,73.0,73.0,5.0,73.0,3.0,73.0,73.0,73.0,2.0,2.0,2.0,73.0,73.0,73.0,3.0,5.0,3.0,73.0,5.0,1.0,73.0,2.0,73.0,73.0,0.0,73.0,73.0,0.0,73.0,2.0,73.0,73.0,74.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,3.0,73.0,2.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,5.0,73.0,73.0,73.0,73.0,73.0,3.0,73.0,73.0,73.0,74.0,73.0,73.0,5.0,73.0,73.0,0.0,2.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,74.0,73.0
63.0,3.0,6.0,63.0,0.0,63.0,0.0,0.0,63.0,63.0,63.0,1.0,63.0,63.0,63.0,63.0,63.0,63.0,6.0,63.0,63.0,6.0,63.0,63.0,1.0,63.0,0.0,3.0,63.0,64.0,3.0,63.0,63.0,63.0,6.0,63.0,3.0,63.0,64.0,64.0,3.0,3.0,3.0,63.0,63.0,63.0,1.0,6.0,3.0,63.0,6.0,0.0,63.0,3.0,63.0,63.0,1.0,64.0,63.0,1.0,63.0,3.0,63.0,64.0,63.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,3.0,63.0,3.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,63.0,6.0,63.0,63.0,63.0,63.0,63.0,1.0,63.0,63.0,63.0,64.0,63.0,63.0,6.0,63.0,63.0,1.0,3.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,63.0,64.0,64.0,63.0
74.0,5.0,8.0,74.0,2.0,74.0,1.0,1.0,74.0,74.0,74.0,3.0,74.0,74.0,74.0,74.0,74.0,74.0,8.0,74.0,74.0,8.0,74.0,74.0,1.0,74.0,2.0,3.0,74.0,74.0,4.0,74.0,74.0,74.0,8.0,74.0,4.0,74.0,74.0,74.0,5.0,5.0,5.0,74.0,74.0,74.0,3.0,8.0,4.0,74.0,8.0,2.0,74.0,3.0,74.0,74.0,1.0,74.0,74.0,1.0,74.0,5.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,4.0,74.0,5.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,8.0,74.0,74.0,74.0,74.0,74.0,3.0,74.0,74.0,74.0,75.0,74.0,74.0,8.0,74.0,74.0,1.0,3.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,74.0,75.0,75.0,74.0
68.0,0.0,5.0,68.0,0.0,68.0,0.0,0.0,68.0,68.0,68.0,1.0,68.0,68.0,68.0,68.0,68.0,68.0,5.0,68.0,68.0,5.0,68.0,68.0,0.0,68.0,0.0,1.0,68.0,68.0,3.0,68.0,68.0,68.0,5.0,68.0,3.0,68.0,68.0,68.0,0.0,0.0,0.0,68.0,68.0,68.0,1.0,5.0,3.0,68.0,5.0,0.0,68.0,1.0,68.0,68.0,0.0,68.0,68.0,0.0,68.0,0.0,68.0,69.0,69.0,68.0,68.0,68.0,69.0,68.0,68.0,68.0,3.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,5.0,68.0,68.0,68.0,68.0,68.0,1.0,68.0,68.0,68.0,69.0,69.0,68.0,5.0,68.0,68.0,0.0,1.0,68.0,68.0,68.0,68.0,69.0,68.0,68.0,68.0,69.0,68.0,68.0
69.0,6.0,7.0,69.0,1.0,69.0,2.0,2.0,69.0,69.0,69.0,3.0,69.0,69.0,69.0,70.0,69.0,69.0,7.0,69.0,69.0,7.0,69.0,69.0,1.0,69.0,1.0,1.0,69.0,69.0,4.0,69.0,69.0,69.0,7.0,70.0,4.0,69.0,69.0,69.0,6.0,6.0,6.0,69.0,69.0,70.0,3.0,7.0,4.0,70.0,7.0,1.0,69.0,1.0,69.0,69.0,1.0,69.0,70.0,1.0,69.0,6.0,69.0,69.0,69.0,69.0,69.0,69.0,70.0,69.0,69.0,69.0,4.0,69.0,6.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,7.0,69.0,69.0,69.0,69.0,69.0,3.0,69.0,69.0,69.0,70.0,69.0,69.0,7.0,69.0,69.0,1.0,1.0,69.0,69.0,69.0,69.0,69.0,69.0,70.0,69.0,69.0,70.0,69.0
